sn,fault_time,label,msg_feature,server_model,venus_feature,crashdump_feature
SERVER_25787,2020-11-25 15:10:00,0,"[[233, 26, 4], [233, 20, 4], [236, 3, 4], [267, 263, 4], [236, 261, 4]]",14,"[[0, 0, 0]]","[17, 8]"
SERVER_25834,2020-06-04 02:13:00,0,"[[250, 23, 4], [250, 95, 4], [256, 132, 4], [259, 132, 4], [236, 3, 4]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_26820,2020-02-04 22:57:00,0,"[[2, 243, 4], [251, 252, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_26823,2020-01-16 01:27:00,0,"[[2, 243, 4], [251, 252, 4], [259, 132, 0], [259, 132, 4], [236, 3, 0], [236, 3, 4], [265, 255, 4], [254, 255, 0], [236, 261, 0], [236, 261, 4], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_25998,2019-12-29 15:56:00,0,"[[260, 8, 4], [256, 132, 4], [259, 132, 4], [236, 3, 4], [236, 261, 4], [233, 26, 4], [265, 255, 4], [233, 20, 4], [257, 258, 4], [2, 242, 4], [251, 252, 4]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_25861,2020-08-15 18:13:00,0,"[[257, 258, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_2874,2020-01-31 10:40:00,0,"[[220, 152, 4], [257, 258, 4], [2, 242, 4], [251, 252, 4], [271, 163, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [282, 189, 9], [282, 290, 9]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_3677,2020-01-13 08:16:00,0,"[[260, 8, 4], [2, 243, 4], [251, 252, 4]]",14,"[[0, 0, 0]]","[0, 0]"
SERVER_25743,2020-01-23 22:42:00,0,"[[257, 258, 4], [2, 242, 4], [251, 252, 4], [233, 326, 4], [233, 323, 4], [366, 258, 4], [311, 8, 4], [2, 243, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25799,2020-06-16 15:31:00,0,"[[236, 3, 4], [236, 261, 4], [233, 326, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4], [260, 8, 4], [2, 243, 4], [251, 252, 4], [279, 280, 281]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25784,2020-07-29 12:31:00,0,"[[236, 3, 4], [236, 261, 4], [233, 326, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4], [279, 280, 281], [2, 243, 4], [251, 252, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25988,2020-02-16 19:35:00,0,"[[236, 3, 4], [279, 280, 281]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_4499,2020-03-12 15:40:00,0,"[[366, 258, 4], [2, 242, 4], [251, 252, 4], [233, 326, 4], [233, 323, 4], [222, 3, 4], [236, 3, 4], [236, 261, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25990,2020-02-13 18:58:00,0,"[[236, 3, 4], [279, 280, 281]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25793,2020-04-21 20:41:00,0,"[[236, 3, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_4501,2020-03-21 18:41:00,0,"[[236, 3, 4], [233, 326, 4], [236, 261, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4], [251, 252, 4], [2, 243, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25991,2020-07-24 08:00:00,0,"[[236, 3, 4], [233, 326, 4], [236, 261, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4], [279, 280, 281], [2, 243, 4], [251, 252, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25992,2020-08-09 22:24:00,0,"[[236, 3, 4], [236, 261, 4], [233, 326, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4], [2, 243, 4], [251, 252, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_26842,2020-06-26 06:08:00,0,"[[236, 3, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_25987,2020-08-16 23:06:00,0,"[[236, 3, 4], [236, 261, 4], [233, 326, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4], [279, 280, 281]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_17427,2020-07-24 19:00:00,0,"[[233, 326, 4], [233, 323, 4], [236, 3, 4], [236, 261, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_26842,2020-06-21 21:03:00,0,"[[236, 3, 4], [279, 280, 281], [236, 261, 4], [233, 326, 4], [233, 323, 4], [2, 242, 4], [2, 243, 4], [251, 252, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_26842,2020-10-02 16:42:00,0,"[[236, 3, 4], [233, 326, 4], [236, 261, 4], [233, 323, 4], [366, 258, 4], [2, 242, 4]]",19,"[[0, 0, 0]]","[0, 0]"
SERVER_23025,2020-08-27 08:40:00,0,"[[373, 23, 4], [220, 151, 4], [373, 8, 4], [238, 131, 4], [240, 131, 4], [272, 3, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [236, 3, 4], [214, 13, 4], [207, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_23002,2020-09-17 12:36:00,0,"[[374, 23, 4], [220, 151, 4], [374, 23, 9], [374, 239, 4], [374, 239, 9], [2, 242, 4], [374, 95, 4], [5, 8, 4], [236, 3, 4], [236, 261, 4], [233, 26, 4], [5, 8, 9], [233, 20, 4], [374, 95, 9]]",20,"[[2, 3, 4], [8, 14, 10]]","[0, 0]"
SERVER_6046,2020-03-18 19:28:00,0,"[[240, 131, 4], [5, 13, 4], [233, 20, 4], [271, 13, 4], [214, 13, 4], [207, 13, 4], [2, 242, 4], [253, 23, 4], [220, 151, 4], [238, 131, 4], [253, 23, 9], [236, 3, 4], [233, 26, 4], [236, 261, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26205,2020-10-06 14:07:00,0,"[[372, 23, 4], [372, 95, 4], [5, 8, 4], [271, 8, 4], [220, 151, 4], [5, 8, 9], [271, 8, 9], [372, 23, 9], [372, 95, 9], [2, 242, 4]]",20,"[[2, 3, 4]]","[0, 0]"
SERVER_17209,2020-07-29 15:39:00,0,"[[222, 3, 4], [233, 26, 4], [236, 261, 4], [265, 255, 4], [240, 131, 4], [5, 13, 4], [271, 13, 4], [233, 20, 4], [214, 13, 4], [207, 13, 4], [372, 239, 4], [373, 239, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26833,2020-07-07 10:58:00,0,"[[2, 242, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16052,2020-02-12 12:29:00,0,"[[240, 131, 4], [220, 151, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [373, 23, 4], [428, 13, 4], [2, 242, 4], [5, 8, 4], [236, 3, 4], [233, 26, 4], [236, 261, 4], [5, 8, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5119,2020-03-02 12:30:00,0,"[[381, 23, 4], [381, 23, 9], [2, 242, 4], [384, 172, 4], [271, 8, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [271, 8, 9], [384, 172, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25821,2020-03-11 01:45:00,0,"[[5, 8, 4], [270, 95, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16700,2020-07-16 14:25:00,0,"[[389, 23, 4], [389, 95, 4], [5, 8, 4], [265, 255, 4], [259, 132, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_17470,2020-11-11 13:06:00,0,"[[380, 23, 4], [380, 23, 9], [380, 239, 4], [380, 239, 9], [2, 242, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [5, 8, 9], [380, 95, 9], [214, 42, 4], [214, 42, 9], [207, 42, 4], [207, 42, 9], [371, 23, 4], [371, 23, 9], [380, 95, 4], [5, 8, 4], [236, 3, 4]]",20,"[[2, 3, 4], [12, 14, 10]]","[3, 5]"
SERVER_4902,2020-01-03 03:37:00,0,"[[240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [383, 23, 4], [207, 13, 4], [214, 13, 4], [381, 23, 4], [384, 172, 4], [384, 172, 9], [381, 23, 9], [2, 242, 4], [271, 8, 4], [381, 95, 4], [5, 8, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25841,2020-05-21 17:23:00,0,"[[390, 23, 4], [220, 151, 4], [5, 8, 4], [428, 8, 4], [399, 95, 4], [390, 95, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_6302,2020-11-24 13:34:00,0,"[[240, 131, 4], [238, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [214, 42, 4], [207, 13, 4], [214, 13, 4], [222, 3, 4], [233, 26, 4], [5, 163, 4], [271, 163, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26090,2020-08-08 22:11:00,0,"[[259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_6453,2020-10-15 07:04:00,0,"[[374, 23, 4], [374, 95, 4], [271, 8, 4], [220, 151, 4]]",20,"[[2, 3, 4]]","[0, 0]"
SERVER_5853,2020-07-12 15:19:00,0,"[[373, 23, 4], [373, 95, 4], [271, 8, 4], [271, 8, 9], [373, 95, 9], [373, 23, 9], [373, 239, 4], [267, 394, 4], [265, 255, 4], [233, 26, 4], [233, 20, 4], [373, 239, 9], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_7151,2020-05-20 18:24:00,0,"[[270, 23, 4], [270, 23, 9], [2, 242, 4], [270, 95, 4], [271, 8, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16476,2020-07-20 18:44:00,0,"[[374, 23, 4], [5, 8, 4], [374, 8, 4], [374, 239, 4], [240, 131, 4], [220, 151, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [2, 242, 4], [374, 239, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_23107,2020-09-10 14:13:00,0,"[[389, 23, 4], [389, 23, 9], [389, 239, 4], [389, 239, 9], [5, 8, 4], [389, 95, 4], [220, 151, 4]]",20,"[[2, 3, 4], [12, 25, 10]]","[0, 0]"
SERVER_25822,2020-04-14 22:46:00,0,"[[265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [271, 8, 9], [271, 13, 4], [5, 13, 4], [2, 242, 4], [240, 131, 4], [214, 13, 4], [207, 13, 4], [442, 189, 4], [404, 189, 4], [412, 189, 4], [417, 189, 4], [419, 189, 4], [420, 189, 4], [425, 189, 4], [432, 189, 4], [433, 189, 4], [441, 189, 4], [446, 189, 4], [447, 189, 4], [448, 189, 4], [450, 189, 4], [386, 189, 4], [457, 189, 4], [259, 132, 4], [236, 3, 4], [271, 8, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16624,2020-04-18 11:52:00,0,"[[253, 23, 4], [253, 95, 4], [5, 8, 4], [5, 8, 9], [253, 95, 9], [253, 23, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_4801,2020-04-14 15:10:00,0,"[[240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [207, 13, 4], [214, 13, 4], [381, 23, 4], [381, 23, 9], [2, 242, 4], [271, 8, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [271, 8, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16804,2020-05-16 11:08:00,0,"[[369, 23, 4], [369, 23, 9], [5, 8, 4], [2, 242, 4], [5, 8, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_4758,2020-04-25 15:50:00,0,"[[371, 23, 4], [271, 8, 4], [371, 95, 4], [5, 8, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [371, 95, 9], [371, 23, 9], [271, 8, 9], [5, 8, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_4556,2020-09-10 08:10:00,0,"[[380, 23, 4], [380, 95, 4], [5, 8, 4], [271, 8, 4], [371, 23, 4]]",20,"[[2, 3, 4]]","[0, 0]"
SERVER_5934,2020-04-15 08:51:00,0,"[[271, 8, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [271, 8, 9], [233, 20, 4], [271, 13, 4], [5, 13, 4], [384, 172, 9], [2, 242, 4], [240, 131, 4], [214, 13, 4], [207, 13, 4], [381, 23, 4], [381, 23, 9], [384, 172, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16947,2020-10-06 17:01:00,0,"[[270, 23, 4], [270, 23, 9], [270, 239, 4], [270, 239, 9], [2, 242, 4], [271, 8, 4], [270, 95, 4], [5, 8, 4], [220, 151, 4], [271, 8, 9], [5, 8, 9], [270, 95, 9], [270, 8, 4]]",20,"[[2, 3, 4]]","[0, 0]"
SERVER_25747,2020-01-24 16:33:00,0,"[[222, 3, 4], [233, 26, 4], [240, 131, 4], [238, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [207, 13, 4], [207, 42, 4], [214, 13, 4], [236, 3, 4], [236, 261, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26086,2020-07-07 04:08:00,0,"[[259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25851,2020-03-13 12:01:00,0,"[[384, 172, 9], [384, 172, 4], [2, 242, 4], [233, 26, 4], [240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [214, 13, 4], [207, 13, 4], [5, 8, 4], [380, 95, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25997,2020-10-20 11:02:00,0,"[[259, 132, 4], [236, 3, 4], [256, 132, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4]]",20,"[[40, 41, 42]]","[18, 8]"
SERVER_26014,2020-03-09 22:16:00,0,"[[259, 132, 4], [236, 3, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_17318,2020-06-12 15:41:00,0,"[[222, 3, 4], [233, 26, 4], [236, 261, 4], [265, 255, 4], [254, 255, 4], [238, 131, 4], [240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26849,2020-07-23 15:57:00,0,"[[2, 242, 4], [259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_3653,2020-09-11 10:23:00,0,"[[436, 3, 4], [222, 3, 4], [236, 261, 4], [233, 26, 4], [240, 131, 4], [271, 13, 4], [5, 13, 4], [233, 20, 4], [214, 13, 4], [207, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_17187,2020-11-08 05:10:00,0,"[[377, 23, 4], [377, 95, 4], [271, 8, 4]]",20,"[[2, 3, 4], [12, 14, 10]]","[0, 0]"
SERVER_4882,2020-04-14 18:34:00,0,"[[240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [381, 23, 4], [381, 23, 9], [2, 242, 4], [271, 8, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [271, 8, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_3312,2020-11-17 13:21:00,0,"[[383, 23, 4], [271, 8, 4], [383, 95, 4], [271, 8, 9], [383, 23, 9], [383, 95, 9], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26765,2020-04-25 12:44:00,0,"[[259, 132, 4], [236, 3, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26812,2020-04-10 17:51:00,0,"[[240, 131, 4], [5, 13, 4], [233, 20, 4], [271, 13, 4], [236, 3, 4], [214, 13, 4], [207, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5054,2020-10-14 15:11:00,0,"[[222, 3, 4], [236, 261, 4], [233, 26, 4], [265, 255, 4], [254, 255, 4], [240, 131, 4], [238, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [207, 13, 4], [207, 42, 4], [214, 13, 4], [207, 42, 9], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25815,2020-02-25 16:19:00,0,"[[233, 26, 4], [236, 261, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [2, 242, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_7166,2020-07-01 17:37:00,0,"[[374, 23, 4], [374, 95, 4], [271, 8, 4], [271, 8, 9], [374, 95, 9], [374, 23, 9], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5907,2020-10-13 23:16:00,0,"[[377, 23, 4], [271, 8, 4], [377, 23, 9], [271, 8, 9], [2, 242, 4]]",20,"[[2, 3, 4], [12, 14, 10]]","[0, 0]"
SERVER_25860,2020-11-06 14:52:00,0,"[[259, 132, 4], [5, 8, 4], [236, 3, 4], [271, 8, 4]]",20,"[[0, 0, 0]]","[21, 8]"
SERVER_26848,2020-07-26 16:21:00,0,"[[259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16328,2020-06-25 17:45:00,0,"[[371, 23, 4], [371, 95, 4], [5, 8, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25958,2020-04-23 12:57:00,0,"[[259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26015,2020-05-13 19:43:00,0,"[[265, 266, 4], [265, 255, 4], [384, 172, 4], [233, 26, 4], [233, 20, 4], [384, 172, 9], [2, 242, 4], [236, 3, 4], [236, 261, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26018,2020-11-15 03:47:00,0,"[[240, 131, 4], [5, 13, 4], [233, 20, 4], [271, 13, 4], [236, 3, 4], [207, 13, 4], [214, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26006,2020-01-11 15:54:00,0,"[[222, 3, 4], [238, 131, 4], [240, 131, 4], [233, 20, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [233, 26, 4], [271, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5249,2020-10-15 05:13:00,0,"[[371, 23, 4], [371, 95, 4], [271, 8, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5872,2020-08-25 15:41:00,0,"[[222, 3, 4], [233, 20, 4], [2, 242, 4], [5, 8, 4], [259, 132, 4], [256, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25789,2020-10-16 10:24:00,0,"[[298, 293, 4], [271, 8, 4], [236, 3, 4], [298, 293, 9], [222, 3, 4], [233, 26, 4], [236, 261, 4], [240, 131, 4], [271, 13, 4], [5, 13, 4], [233, 20, 4], [214, 13, 4], [207, 13, 4]]",20,"[[47, 48, 0], [49, 50, 51]]","[0, 0]"
SERVER_26814,2020-03-22 08:49:00,0,"[[259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26854,2020-08-19 14:28:00,0,"[[2, 242, 4], [236, 3, 4], [271, 8, 4], [233, 26, 4], [236, 261, 4], [271, 8, 9], [233, 20, 4], [5, 13, 4], [271, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26730,2020-11-06 12:18:00,0,"[[236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16591,2020-08-10 20:18:00,0,"[[259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26768,2020-09-22 22:46:00,0,"[[5, 8, 4], [214, 42, 4], [214, 42, 9], [207, 42, 4], [207, 42, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26747,2020-03-03 20:53:00,0,"[[233, 26, 4], [233, 20, 4], [282, 189, 4], [271, 163, 4], [282, 189, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25939,2020-02-09 14:03:00,0,"[[236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25862,2020-01-31 12:25:00,0,"[[233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25938,2020-08-18 15:07:00,0,"[[2, 242, 4], [407, 172, 4], [384, 172, 4], [5, 8, 4], [259, 132, 4], [236, 3, 4], [254, 255, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [5, 8, 9], [384, 172, 9], [407, 172, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26760,2020-09-21 22:25:00,0,"[[2, 242, 4], [5, 8, 4], [5, 8, 9]]",20,"[[40, 53, 54]]","[0, 0]"
SERVER_25940,2020-08-27 13:09:00,0,"[[369, 23, 9], [236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5305,2020-04-24 02:59:00,0,"[[381, 23, 4], [381, 95, 4], [271, 8, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_5911,2020-10-28 07:10:00,0,"[[377, 23, 4], [377, 95, 4], [5, 8, 4], [5, 8, 9], [377, 23, 9], [377, 95, 9], [377, 239, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26808,2020-04-30 21:48:00,0,"[[259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25985,2020-09-19 16:13:00,0,"[[222, 3, 4], [233, 26, 4], [236, 261, 4], [254, 255, 4], [265, 255, 4], [240, 131, 4], [238, 131, 4], [5, 13, 4], [271, 13, 4], [233, 20, 4], [207, 13, 4], [214, 42, 4], [214, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_7434,2020-06-16 07:19:00,0,"[[240, 131, 4], [222, 3, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [236, 3, 4], [207, 13, 4], [214, 13, 4], [268, 189, 4], [5, 163, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [268, 189, 9]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25814,2020-06-04 11:33:00,0,"[[236, 3, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25832,2020-01-16 19:37:00,0,"[[236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16622,2020-06-12 03:42:00,0,"[[369, 23, 4], [5, 8, 4], [259, 132, 4], [236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_16061,2020-07-20 01:40:00,0,"[[382, 23, 4], [382, 95, 4], [271, 8, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25763,2020-06-26 15:32:00,0,"[[236, 261, 4], [233, 26, 4], [233, 20, 4], [265, 255, 4], [240, 131, 4], [271, 13, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_2905,2020-04-22 18:28:00,0,"[[236, 3, 4], [222, 3, 4], [236, 261, 4], [233, 26, 4], [238, 131, 4], [240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [207, 13, 4], [214, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26016,2020-09-12 11:54:00,0,"[[5, 8, 4], [271, 8, 4], [271, 8, 9], [5, 8, 9], [2, 242, 4]]",20,"[[40, 53, 55]]","[0, 0]"
SERVER_16598,2020-03-06 14:53:00,0,"[[271, 8, 4], [271, 8, 9], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26769,2020-07-13 22:41:00,0,"[[5, 8, 4], [5, 8, 9], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25800,2020-05-09 22:57:00,0,"[[259, 132, 4], [236, 3, 4], [265, 255, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26214,2020-10-04 13:34:00,0,"[[236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_4714,2020-01-21 14:45:00,0,"[[222, 3, 4], [233, 26, 4], [240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [236, 3, 4], [236, 261, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26004,2020-05-18 13:21:00,0,"[[236, 3, 4], [254, 255, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [2, 242, 4], [259, 132, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25863,2020-03-29 06:04:00,0,"[[2, 242, 4], [236, 3, 4], [233, 26, 4], [236, 261, 4], [5, 13, 4], [271, 13, 4], [233, 20, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25944,2020-06-17 14:37:00,0,"[[236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26792,2020-10-17 12:42:00,0,"[[2, 242, 4], [5, 8, 4], [5, 8, 9]]",20,"[[40, 53, 57]]","[0, 0]"
SERVER_26782,2020-04-14 17:48:00,0,"[[236, 3, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_25986,2020-07-07 20:39:00,0,"[[2, 242, 4], [259, 132, 4], [236, 3, 4], [265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26740,2020-03-10 19:17:00,0,"[[2, 242, 4], [236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4]]",20,"[[0, 0, 0]]","[0, 0]"
SERVER_26017,2020-11-10 09:41:00,0,"[[265, 255, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [2, 242, 4]]",20,"[[0, 0, 0]]","[18, 8]"
SERVER_25820,2020-09-03 16:18:00,0,"[[5, 8, 4], [5, 8, 9], [2, 242, 4]]",20,"[[2, 58, 59]]","[0, 0]"
SERVER_25884,2020-02-01 13:40:00,0,"[[236, 3, 4]]",20,"[[0, 0, 0]]","[0, 0]"
