,label,feature_less,feature_more
39,[0],"[[ 2.595358   -0.9841212  -1.6182392   1.9996572   2.9287775  -0.00859894
   1.6091146   1.9708161   0.56883574 -0.04851208]]","[[-8.31725359e-01  1.13132858e+00  5.23194671e-04  9.90947187e-01
  -1.56690747e-01  6.54455602e-01  9.71432745e-01  4.40638751e-01
   1.38063163e-01  7.26364374e-01 -8.63358140e-01  5.28254747e-01
   3.33748572e-02  4.03601825e-01  2.03965497e+00 -2.88264677e-02
  -4.91008073e-01  1.82307994e+00 -9.49201107e-01 -1.44360483e-01
   8.03310156e-01  2.51910925e-01 -4.76173490e-01  1.42288804e+00
   7.08656430e-01  1.20957345e-01 -2.10314250e+00  6.62166625e-02
   6.42377853e-01 -1.70314634e+00 -9.23095703e-01 -1.47914624e+00
   1.99406075e+00 -7.26204515e-01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
40,[2],"[[-1.8900195   0.34688655  1.5620949   0.48017958 -1.1228607   3.4108887
  -0.24826136  3.030689   -0.7328585  -1.4585564 ]]","[[-1.2025274   0.8858305  -0.07461675 -0.337572    0.69916034 -0.21877623
  -1.3280226  -1.703291    0.21212384  0.13694812 -1.029824    0.36423573
   0.7461448   1.0978132  -1.9762759  -0.7947144  -1.7815073  -1.0739013
  -0.8815959   0.6076839   1.8332069   0.29604036 -0.8843411   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
41,[2],"[[-1.8900195   0.34688655  1.5620949   0.48017958 -1.1228607   3.4108887
  -0.24826136  3.030689   -0.7328585  -1.4585564 ]]","[[-1.2025274   0.8858305  -0.07461675 -0.337572    0.69916034 -0.21877623
  -1.3280226  -1.703291    0.21212384  0.13694812 -1.029824    0.36423573
   0.7461448   1.0978132  -1.9762759  -0.7947144  -1.7815073  -1.0739013
  -0.8815959   0.6076839   1.8332069   0.29604036 -0.8843411   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
42,[2],"[[-2.6370974  2.1112108  1.4742422 -0.8922477 -2.2747896  3.648282
  -0.6961922  3.064865  -2.6429806 -0.6430808]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.5498557  -0.30425906  0.4930786  -0.05337541
   0.94059426 -0.30977637  0.98434347  0.44269615  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
43,[2],"[[-0.5054865  -0.59056497 -0.99427205  1.0762814   0.4750743   2.0699255
  -0.8504213   3.7271051  -1.2034926  -0.17624304]]","[[-0.610416   -0.2931667   0.06557965  1.0456792  -0.9105162   0.5474916
   0.47089058 -0.12874156 -0.02241315  0.8325422   0.19484031  0.22070494
   1.1064267   1.471917   -1.7746868  -0.18643412 -1.4597349   0.87756866
  -0.88159585  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539355  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
44,[3],"[[ 0.36813584 -0.5398641   2.5480309   0.3920117  -1.6586733   0.9997906
   0.73525625  0.8354327   0.18605205 -0.54101634]]","[[ 0.69777554  0.19534676 -0.1501941  -0.04235896  0.7072132  -1.4907997
  -1.5901302   0.20434298  0.48130977  0.36060196 -0.31005353  0.6732055
   0.12962706 -0.65272987 -0.09713233  0.6058744   0.10345694 -0.5375006
  -0.88159585  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
45,[2],"[[-1.1273217   0.12449434  0.86931956 -0.06861892 -2.6685762   3.3072426
  -1.4679871   3.6860368  -0.8631769  -0.8113608 ]]","[[ 0.88649136 -0.42344877  1.7874341   0.5406062  -0.5174236  -0.29490197
  -0.5618665  -1.1813682  -0.6565509   0.99898124 -0.9104763  -0.7567631
   0.33455673  0.768773   -1.2028942   0.9201474  -1.3002174  -1.3387375
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  2.8309824  -1.0012335  -0.7277741  -1.2629853
   0.93245775 -0.75956863 -0.4615515   0.1937062   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
46,[1],"[[ 3.2220874 -1.0769165 -1.4529505  1.6622581  2.9826047 -0.2650506
  -0.6062938  1.6547072  1.092691   0.5312776]]","[[-0.6387417   0.3782444  -0.5522998   1.3486888  -0.3281124   0.7320821
   1.8011407   0.49775124  0.39490008  0.8148444  -1.2196788   0.81653416
  -0.07629547 -0.3337221   2.6948276  -0.18715778 -0.7972592   1.7385412
  -0.88159597  0.6076839   1.8332069   0.29604042 -0.8843412   0.8401378
   1.341696   -0.3953936   0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
47,[2],"[[-2.4700403   1.9706792   1.5029688  -0.7805933  -2.257771    3.3757598
  -1.6824934   3.0845344  -1.5937943   0.00793951]]","[[-0.17051865 -0.7065557   1.705261    0.97265965  0.0409819   0.7440224
   0.77016467 -0.6140497  -3.411196   -2.2624655   0.5726309  -0.5392268
   0.4617853   1.0072608  -1.9826671  -0.19188616 -1.5347885  -1.005129
  -0.88159585  0.60768396  1.8332069   0.2960404  -0.88434106  0.8401377
   1.3416959  -0.39539358  0.76801413  0.37490854 -0.28009078 -0.3784084
   2.1410122   0.9523252  -0.59800553  1.013383    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
48,[2],"[[-1.8241545   3.9997532   0.47647527 -0.30845383 -0.44243586  3.8566353
   0.9837489   2.3130224  -1.1247926  -1.1938806 ]]","[[-1.206518    0.7076921  -0.42957613 -0.6503845   0.57472     0.04508845
  -0.1607002  -1.1745877  -0.4941128  -0.68447435  1.7022911  -0.12150197
   1.9456985   0.92845404  1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.7470219  -0.4022318   0.36255172  0.01219099
  -0.9705795  -2.3153079   1.3621682   0.9457242   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
49,[3],"[[-0.25449827  0.77614474  4.057807    0.04447874 -1.3918868   0.52103347
   0.5265598  -0.08354707  1.2812717  -0.09646183]]","[[ 0.9427158  -0.4910638  -0.36349872 -2.0350547   0.0949537   0.4991829
   0.00427884  1.1946816  -0.09068049  0.59973687  2.2882724   0.28986853
   1.2515552   0.13735098 -0.543392   -0.38077793  1.740187   -0.37567025
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.27308106  1.498756    0.71913296 -0.85647637
   0.20073523 -0.02178276 -0.15648785  1.4291263   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
50,[2],"[[-0.60906124  0.48029757  2.1054556   0.82778823 -0.71519506  3.0882926
  -0.6525811   2.926272   -1.1648798  -0.6163006 ]]","[[ 0.3531273   0.6270521   0.9622288   1.3948466  -0.84409136  0.01702028
   1.6111253   0.26237726  0.39647302 -0.9698461   0.21980289  0.31287932
   1.8671879  -0.3844547  -0.5822682  -0.49356338 -1.7503115  -0.24388964
  -0.8815959   0.6076839   1.833207    0.29604042 -0.8843412   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
51,[2],"[[-1.1799076   3.5980968  -0.5363639   0.22569852 -0.9146409   4.0258255
  -0.5759183   3.0338798  -1.3832028  -0.93794656]]","[[-2.229414    1.090945   -1.0873325   0.24562131  0.7457066  -0.1428444
  -0.1952377  -0.98143756 -0.62894464 -0.7184759   1.8068731  -0.6079449
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.5762711   1.5986495  -1.3762996  -0.37341577
  -1.0264744  -1.9974653  -0.2010505   1.0381509   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
52,[2],"[[-2.1824841   3.3964171   1.0604045  -0.9645673  -1.1007392   3.3646107
  -0.6251895   2.4855225  -0.8382427  -0.40970752]]","[[-0.00362466  0.25699875  0.34392473 -1.7040591   0.37364525  0.26609156
  -0.12008522 -1.4017264  -0.33555478 -0.64448965  1.579306    0.45053962
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
53,[3],"[[ 1.3396746  -0.719676    3.3054156   1.0775998  -0.26100785  0.09536926
   0.78968376 -0.41194266  1.1824317   0.11883985]]","[[-0.11734378  0.4534604  -0.23160797 -0.03838732  0.8501934   0.4874807
  -0.30854845  0.6155315   0.907776   -0.65089524  0.9366869   1.0841029
  -0.861543   -0.1790595   0.28403386  1.1357841   0.37181512  0.09554085
  -0.95664775 -0.22719803  0.68986714  0.24705006 -0.43121383  1.4870778
   0.63892716  0.17783333  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
54,[2],"[[-1.8601412   5.1875305  -0.7020474  -2.0457706   0.57080626  3.6079206
  -0.2617953   2.1013582  -1.3507025  -0.1461398 ]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.2928005  -1.3376544   1.2856358   1.7198184
  -1.0977271   1.112863   -0.983403   -1.0672307   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
55,[3],"[[ 1.3396746  -0.719676    3.3054156   1.0775998  -0.26100785  0.0953692
   0.78968376 -0.41194266  1.1824317   0.11883988]]","[[-0.11734381  0.4534604  -0.23160797 -0.03838732  0.8501933   0.4874807
  -0.30854848  0.61553156  0.907776   -0.6508952   0.9366868   1.0841029
  -0.86154306 -0.1790595   0.28403386  1.1357841   0.37181515  0.09554085
  -0.95664775 -0.22719803  0.68986714  0.24705006 -0.43121386  1.4870777
   0.63892716  0.17783335  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
56,[3],"[[ 0.05456877 -0.11545841  3.426699   -0.5745311  -1.7396288  -1.1252934
   1.1202066  -1.4265394   1.7722423   0.7720715 ]]","[[ 0.04221787 -0.1023932  -1.0219469  -1.7062038   0.93152654 -0.25375283
  -1.4688421   2.3059263   0.3593459  -0.55175626  0.13866155 -0.3612876
  -1.0749071  -0.5211673  -1.367648    1.503162    1.1478657  -0.25828034
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.17234537  2.6117656   0.6679992   1.2116333
  -0.6343855  -0.03426084  1.5733587   2.8183973   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
57,[0],"[[ 1.058274   -2.0120473  -1.6792061   1.8680978   1.5733411   0.5628719
  -1.0059607   3.0611253   0.83146805  0.32554922]]","[[-1.0344766  -0.68906176 -0.45563465 -0.40695214 -0.33289853  1.345103
   0.65398824  0.75333583  0.46330142  0.46845415 -1.7274799  -0.41163796
   1.2426018   1.6417786  -1.4588171   0.5170299  -1.0212405   2.8098912
  -0.88159585  0.60768384  1.8332068   0.2960404  -0.8843411   0.8401377
   1.3416958  -0.39539355 -0.6061839   1.5878514  -0.87716377 -0.54906464
   0.43438348  1.2612563  -1.5121703   1.6902055   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
58,[3],"[[-0.31183675 -0.16292065  3.6254404   0.976048   -0.79201573  1.9518487
  -0.2843431   1.3741212  -0.10681656 -0.8371143 ]]","[[-0.6742813   0.43807453  1.166938   -0.24762753  0.5407149   0.05032262
   0.68907845  0.7644435   0.5998898   0.28300428  1.6766174   0.09075114
  -0.7567913   0.43892163 -0.9787646  -0.26025918 -1.1034715  -0.05712847
  -0.96229774 -0.29004928  0.60379475  0.24336201 -0.3971017   1.5357804
   0.58602166  0.22098678  2.8309824  -1.0012335  -0.7277741  -1.2629853
   0.93245775 -0.75956863 -0.4615515   0.1937062   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
59,[1],"[[ 2.9750128  -2.179039   -0.79514116  1.8967092   1.8275211  -0.8128739
  -0.00845537  1.674768    1.4267092   1.0519003 ]]","[[-1.9233094   0.6022591   0.99477345 -0.34303206 -0.1620944  -1.4113953
   0.98920584  1.0612383  -0.22232303  0.1841441  -1.4059607   0.29959312
  -1.430597    1.9171661   0.34947288  0.6980257  -0.40518743  0.8839371
  -1.0023837  -0.73597    -0.00687719  0.21719563 -0.15508074  1.8813188
   0.21066403  0.5271543   0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
60,[3],"[[ 0.35140643 -0.5650053   5.4380727   0.69779146 -0.6140098   0.17262064
   1.3891437  -0.7163125   1.5826397  -0.6318181 ]]","[[ 1.3273772   0.01619171  0.13597007 -0.43706393  0.34250805  1.4798993
   1.3945935   1.6454688   0.24833348 -0.7437988   0.07177775  1.0296386
  -0.35423952 -0.5321903  -1.0375849  -0.8756528   1.631234    0.55315834
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.84013784
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
61,[1],"[[ 1.8179481  -2.1657143  -1.4200001   2.46309     0.18381304  0.9596384
  -0.45739073  3.1559432  -0.09051126 -0.10768119]]","[[-4.9750221e-01  7.2199404e-02 -4.3951100e-01  7.1839094e-01
  -1.6880476e-01  3.0853248e-01  1.9018104e+00  2.4347565e-01
   3.1449445e-02  4.9691615e-01 -1.6190858e+00 -1.9344091e-03
   1.0797652e+00  1.0498316e+00 -5.1586378e-01  5.6435746e-01
  -5.1505458e-01  2.0175529e+00 -8.8159597e-01  6.0768396e-01
   1.8332070e+00  2.9604039e-01 -8.8434112e-01  8.4013784e-01
   1.3416960e+00 -3.9539361e-01  7.2108591e-01  5.9535927e-01
  -1.8780284e+00 -1.7199633e+00 -2.8376871e-01 -1.1352615e+00
   3.6188108e-01  1.8375725e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
62,[2],"[[-3.0309997   2.5995462   1.0357271  -1.5123385  -1.2076769   3.337437
  -0.32546028  2.591434   -2.099509   -0.35929438]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.28672928 -0.23370014  0.79903084  1.2422466
   0.7714835  -0.0133016  -0.09655831 -0.4990526   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
63,[1],"[[ 0.90938544 -1.5357463  -1.6296546   2.616513    1.5338907   0.9464007
  -0.17900074  3.060154   -1.359386   -0.59707665]]","[[-1.4597299   0.08793884 -2.045772    1.1535946   1.2013713  -0.7089381
  -0.34780446  0.33582816 -0.25328845  0.08333529 -0.3769702  -0.65384
   1.3990935   1.8462887  -1.638418    0.5351987  -1.0668203   3.0883465
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.1200887   0.65959793  0.26858848 -0.07962888
   0.86652607 -1.1197319   1.5482802   0.3194448   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
64,[2],"[[-1.3731349   2.6691027   0.3774892   0.09543774  0.33396068  3.1836984
  -0.8431911   3.1159844  -0.9714313  -0.47598147]]","[[-0.45004025  0.48612756 -0.36479434 -0.0782199   0.51719964  1.4442012
  -0.7765927  -0.7851498  -0.00621228  1.050538    0.3517509   0.9136203
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
