,label,feature_less,feature_more
40,[2],"[[-0.25826895  2.2587109  -1.3562529   0.6254981   1.793115    0.9220796
   2.21155    -0.46113908  1.3824793   1.7278303 ]]","[[-0.98102224  0.67483705 -0.0945996  -0.13699076  0.4164781  -0.33450997
  -1.2600722  -1.6564854   0.22005701  0.14429523 -1.0932132   0.26513457
   0.39735258  0.7558002  -1.6113986  -0.6117929  -1.1857258  -1.0834081
  -0.8330661   0.5335612   1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
41,[2],"[[-0.25826895  2.2587109  -1.3562529   0.6254981   1.793115    0.9220796
   2.21155    -0.46113908  1.3824793   1.7278303 ]]","[[-0.98102224  0.67483705 -0.0945996  -0.13699076  0.4164781  -0.33450997
  -1.2600722  -1.6564854   0.22005701  0.14429523 -1.0932132   0.26513457
   0.39735258  0.7558002  -1.6113986  -0.6117929  -1.1857258  -1.0834081
  -0.8330661   0.5335612   1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
42,[2],"[[ 0.826995    3.6433322  -1.9793565   1.5346619  -0.18147206  2.8903956
   3.6272447  -0.14470018  1.1827631   2.597897  ]]","[[-0.61479586 -0.85247993  1.8479526   1.0315781  -0.48936352  0.7506082
   0.93285227 -0.7393818  -3.5499322  -2.2753258   0.35703036 -0.71610826
   0.27231416  0.6770385  -2.4434972  -0.45439678 -1.2776635  -0.9586164
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.117758   -0.5989281   0.6520891   0.13408265
   0.801867   -0.8492842   0.84006643  0.22782707  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
43,[2],"[[ 2.4384062   2.3850126  -0.57539785 -0.1034892  -0.348497    2.154313
   0.62741804 -0.6625988   1.2915041   1.3993582 ]]","[[-0.586022   -0.31707597  0.0711426   0.9782035  -0.9413382   0.628187
   0.73357755  0.00477329 -0.02909671  0.8420402   0.28408307  0.09273934
   0.868827    1.3109983  -1.7028897  -0.1659678  -1.1849481   0.99576396
  -0.8330661   0.53356117  1.7536793   0.17382464 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
44,[3],"[[-0.3145519  -0.33025134 -0.13826746  0.29399145  1.6347413  -0.5257371
   0.7290243  -1.0397575   0.7094927  -0.70861983]]","[[ 0.6789423   0.36419237  0.12509027 -0.2581802   0.5745959  -1.4134612
  -1.2841223   0.18566024  0.89320457  0.88195026 -0.57787544  0.61746585
   0.15274766 -0.886947    0.21123241  0.5832611   0.14048986 -0.4092291
  -0.8330661   0.5335612   1.7536794   0.17382464 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.86745906  0.53595805  0.21541898 -0.70573455
  -0.07429618 -2.715571    1.0806997  -0.12380302  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
45,[2],"[[-0.38466507  1.3836067  -1.3054804   0.70950556  0.32024905  0.8160922
   1.7355789  -1.1385732   1.1487148   0.48643914]]","[[ 0.50340664 -0.96192074  1.3427712   0.43643034 -0.7186295  -0.6337627
  -0.27327558 -0.9655832  -0.3621899   1.3473098  -1.2217029  -0.4249729
  -0.34974197  0.13950904 -1.8039689   1.2228197  -0.51845014 -0.80041707
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
46,[1],"[[ 3.608672    0.19006202  3.5904036  -0.53177553 -1.2562844   0.03327425
  -0.45526025 -0.2517074  -0.28733045  0.03079814]]","[[-0.49402845  0.50712883 -0.23880161  1.3837484  -0.3537261   1.0443947
   1.757466    0.49204022  0.21061608  0.6475861  -0.61124265  0.60072505
  -0.68616956 -0.38998252  3.4068518   0.11389057 -0.6672443   1.6811967
  -0.83306605  0.53356117  1.7536793   0.17382461 -0.91133416  0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
47,[2],"[[ 0.8447198   3.2084918  -1.3935307   0.77869195 -0.6351279   2.4243865
   3.0028136  -0.4341309   0.9110435   2.2496362 ]]","[[-0.64391404 -0.92099583  1.7267718   1.0146701  -0.5008346   0.67203003
   0.769924   -0.6586151  -3.4887495  -2.1856337   0.35915452 -0.6683201
  -0.0368548   0.54079425 -2.1291916   0.08163035 -0.86123186 -0.8106622
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.06211296  0.61342114 -1.0591058   0.0120869
   1.4823582   1.0480773  -0.48643848  0.37171718  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
48,[2],"[[ 1.36831     3.2717938  -0.6777971   1.7959031   2.7346005   1.2511635
   2.4707053  -0.44927093  1.0624738   3.3392167 ]]","[[-1.2911819   0.5866829  -0.77957386 -0.6512854   0.70482814  0.13835171
  -0.15661591 -1.0979624  -0.61832595 -0.63283944  1.7984421   0.06023711
   2.002139    0.9352082   1.3683445  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.91133404  0.9446118
   1.2952564  -0.53641486 -1.3285922  -0.13892329 -0.3564984  -0.22891986
  -0.7087702  -2.0238566   1.66157     1.4384288   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
49,[3],"[[ 0.39807945 -0.00547462 -0.23668915 -0.32255226  1.781261   -0.5711437
   1.0926598  -1.691355    0.8953054  -0.03864668]]","[[ 0.7158076  -0.51808065  0.01888432 -1.9319241  -0.39260632  0.18715484
  -0.12806751  0.9302502  -0.2779781   1.0647033   1.6452398  -0.14772029
   1.4425731   0.3270061  -0.4088651  -0.37694153  1.5886325  -0.171616
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
50,[2],"[[ 0.59025836  2.1673574  -0.55586123  0.6010121  -0.42303866  0.9294469
   2.8743536   0.04888523  1.047532    1.7914501 ]]","[[ 0.43815613  0.26032937  0.72665334  1.5977165  -1.1179985  -0.45822304
   1.67598    -0.05204977  0.642633   -1.002577   -0.16801092  0.46197116
   1.8069704   0.07329956 -0.8252534  -0.5171271  -1.5975016   0.14835157
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
51,[2],"[[ 2.482497   4.0731745 -0.5379814  1.3265787  1.8850696  1.3313658
   1.5550725 -1.1500847  1.2041084  3.537616 ]]","[[-2.4251192   1.1477351  -1.4604217   0.3863838   0.97417843 -0.0603299
   0.02136774 -0.762046   -0.81778485 -0.66325855  1.8667494  -0.50575477
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.48269236  1.5128133  -1.4077207  -0.2556093
  -1.3002063  -2.0821638  -0.34933716  0.8322443   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
52,[2],"[[ 0.43030256  3.628696   -1.3674544   1.6819452   2.71422     1.6536286
   1.131622   -1.6772285   0.8932241   3.1766472 ]]","[[-1.0486993e-01 -2.8336162e-04 -6.7278795e-02 -1.7368829e+00
   4.2303699e-01  3.4621012e-01 -3.4282038e-01 -1.4493942e+00
  -4.0965435e-01 -6.0101533e-01  1.7269800e+00  6.5237123e-01
   2.0021391e+00  9.3520820e-01  1.3683447e+00 -1.4140325e+00
  -1.5529788e+00 -2.7215705e+00 -8.3306611e-01  5.3356117e-01
   1.7536793e+00  1.7382462e-01 -9.1133410e-01  9.4461179e-01
   1.2952564e+00 -5.3641486e-01  4.0770972e-01  2.7796607e+00
   2.7346000e-01  4.6477523e-02  1.1746277e+00 -1.0431855e+00
  -7.9823703e-01 -6.5964025e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
53,[3],"[[ 0.05635339 -0.56713337  0.7396481  -0.52957535  0.73855454 -1.4656354
   0.44445303 -0.89889544  0.4888218  -0.15896314]]","[[-0.09870019  0.49042484 -0.07242095  0.02044685  0.67218494  0.29136434
  -0.43435577  0.33315483  0.94845647 -0.66764927  1.0470679   0.7322932
  -0.7617976  -0.12470435  0.14936765  0.7543407   0.48737177 -0.01632437
  -0.75725     0.13137399  1.1344534   0.1428824  -0.6437706   1.1429634
   0.8782274  -0.28800508  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
54,[2],"[[ 1.3240161   4.188104   -0.6507685   2.1164882   0.40725824  2.5166724
   3.5934463  -0.46054906  0.3142581   3.4757557 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40096945 -0.6107179   0.5867624   1.0339153
  -1.0654898   1.7744212  -0.3915614  -0.09062343  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
55,[3],"[[ 0.05635339 -0.56713337  0.7396481  -0.52957535  0.7385546  -1.4656354
   0.44445297 -0.89889544  0.48882174 -0.15896317]]","[[-0.0987002   0.4904248  -0.07242094  0.02044685  0.672185    0.29136434
  -0.43435574  0.33315483  0.94845647 -0.6676492   1.0470679   0.7322932
  -0.76179767 -0.12470436  0.14936766  0.75434065  0.4873718  -0.01632437
  -0.75724995  0.13137397  1.1344534   0.1428824  -0.6437706   1.1429634
   0.8782274  -0.28800505  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
56,[3],"[[-0.15197235 -1.305481   -0.01941401 -0.78717464  1.7354499  -0.517054
   0.93765235 -1.1745672  -0.02865142 -2.1074948 ]]","[[ 0.17760691 -0.15302974 -0.3329441  -1.7765117  -0.06180249 -0.817006
  -1.6281673   1.7896435   0.30269217 -0.09028798 -0.5257264  -1.0663311
  -0.71678644 -0.38675538 -1.1453687   1.7011086   1.006596   -0.15481795
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.08626077  2.8504364   0.33364344  1.1642793
  -0.4752406   0.01376554  1.6830839   2.2321866   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
57,[0],"[[ 3.4105053   0.9313352   1.2906208  -1.3370042  -1.2182239   0.65235806
   0.48447308 -0.54613554  0.35015178  0.13045129]]","[[-0.97832423 -0.54344875 -0.44265896 -0.37415764  0.12134819  1.0313506
   0.9545153   0.8095562   0.6216264   0.27823076 -1.7413439  -0.2730882
   0.86639863  1.3607513  -1.30569     0.210877   -0.97187734  2.4817045
  -0.8330661   0.53356117  1.7536792   0.17382461 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.28246817  1.9760948  -0.91223925 -0.83868814
   0.46986476  1.4076567  -1.213214    2.0661464   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
58,[3],"[[ 1.203563    2.0192895  -0.2484504   0.66693985 -0.15239759  0.6601066
   1.4696926  -0.9753128   0.85282063  1.6973672 ]]","[[-1.143801    0.02673594  1.9877447   0.11187337 -0.45520437  0.18955536
   0.501245    0.30565074  0.18403198  0.7994097   0.67493975 -0.5185824
   0.06833775  1.0213459  -0.63579583 -0.1895216  -1.7288493   0.34609216
  -0.69887114 -0.17831261  0.65764576  0.1190567  -0.43774506  1.2956954
   0.5571127  -0.09672803  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
59,[1],"[[ 2.8615851  -0.2955317   2.0921798  -0.16030373 -0.58859247 -0.6269857
  -0.21446994 -0.41911978 -0.32013312 -0.03122049]]","[[-1.32022     1.0876651   1.0420344  -0.09853546  0.795243   -1.0252392
   0.8971423   0.7062685  -0.2614707  -0.34623373 -0.39636558  0.42412275
  -1.5996553   2.088293    0.5561199   0.668682   -0.61231196  0.9229643
  -0.67168295 -0.32253927  0.43558764  0.10796063 -0.34179524  1.3668253
   0.4075636  -0.00764682  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
60,[3],"[[-0.2816869   0.00724763  0.10747072 -0.26875025  0.8229442  -0.43010122
   1.7915926  -0.5547879   0.8093234  -0.0818801 ]]","[[ 0.8349157   0.18117759 -0.48219666 -0.09863527  0.09882733 -0.24307057
   0.02030483  0.01971693  0.4778098   0.09773722 -0.47481155 -0.03551506
  -0.7136425   0.11051262 -0.9674018  -0.44780934  0.30451033  0.56883484
  -0.8330661   0.5335612   1.7536793   0.17382464 -0.9113341   0.94461185
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
61,[1],"[[ 3.9205701   1.0881507   1.5808128  -0.80256814 -1.6511384   0.38477463
   0.5920545  -0.04685113  0.78769296  0.6254819 ]]","[[-0.22286955  1.1060127  -0.8863628   1.0788407   1.0742302   0.85055995
   2.1350112   0.5082711   0.06233834 -0.13916698 -0.9625604   0.7455692
   0.7904021   1.3108209  -0.8071373   0.31922582 -0.6639944   2.3750913
  -0.83306617  0.53356117  1.7536794   0.17382464 -0.91133416  0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
62,[2],"[[ 0.66501063  3.5894396  -1.8058438   1.3209163  -0.22637773  3.1135
   3.5049722  -0.13822694  1.0565755   2.4183464 ]]","[[-0.61479586 -0.85247993  1.8479526   1.0315781  -0.48936352  0.7506082
   0.93285227 -0.7393818  -3.5499322  -2.2753258   0.35703036 -0.71610826
   0.27231416  0.6770385  -2.4434972  -0.45439678 -1.2776635  -0.9586164
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.36551487 -0.10355464  0.44613266  0.90444076
   0.8176266   0.11712248  0.20982397 -0.50735664  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
63,[1],"[[ 3.4221802   0.80299467  0.77267134 -0.93604904 -0.27192974  1.080743
   0.20681491 -0.0452498   0.99595916  0.13349187]]","[[-1.3189611e+00  1.1359288e+00 -1.6936203e+00  8.6874026e-01
   1.8564426e+00 -2.9396284e-01 -5.1895940e-01  3.7854883e-01
  -3.3365238e-01 -3.1834692e-01  1.4118936e-03 -4.5020673e-01
   1.0591466e+00  1.7724270e+00 -1.6991500e+00  2.7004281e-01
  -9.8833245e-01  3.0690863e+00 -8.3306611e-01  5.3356117e-01
   1.7536793e+00  1.7382462e-01 -9.1133410e-01  9.4461179e-01
   1.2952564e+00 -5.3641486e-01 -1.8767351e+00  9.7421193e-01
   6.2166643e-01  1.5614629e-01  3.4347579e-01 -7.1752924e-01
   9.1034746e-01 -4.9818790e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
64,[2],"[[ 1.341578   3.5339441 -0.8757484  0.9457026  2.6620011  1.7749175
   0.5955913 -1.1242912  1.1457285  2.8296835]]","[[-0.6235756   0.1769073  -0.6917642  -0.1842478   0.4005527   1.4514335
  -0.8455042  -0.70660186  0.11237223  1.120852    0.3450736   1.0691115
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
65,[1],"[[ 2.3430796  -0.43028307  2.6475494  -0.07982077 -0.43689185 -0.1569737
   0.619136   -0.79622144 -0.62780684 -0.6478947 ]]","[[-0.47907817 -1.7961836   0.00881167 -0.29665273 -0.43487749  0.19112279
   1.2265627   0.2750434  -0.37551004  0.8421526  -1.0545785  -0.9280861
  -0.17678213 -0.35045236  2.403126    0.4962304   0.50326544 -0.12252657
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.21968353  1.4679812   0.0772579   0.7311435
  -2.2869287   0.43534327 -0.86228174  1.2518997   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
